,ID,FULL TEXT,CREATED AT,LIKE COUNT,FOLLOWERS COUNT,LABEL
,,,,,,
372,1.42142E+18,"@Nuwan36424605 සල්ලිවලට දෙමාපියෝත් මරණ,මැරෙණ රටක් මෙික තවත් මොන කතාද",7/31/2021 10:27,1,20,
,,,,,,
373,1.42139E+18,ගුරු සංගම් නායකයාට මරණ තර්ජන https://t.co/J2xP5S8BNM #Ceylonnews #SriLanka,7/31/2021 8:30,0,236,
,,,,,,
374,1.42138E+18,"කොරෝනාවෛරසය: ඊයේ ආසාදිතයින් 2,460ක් - මරණ 56ක්
https://t.co/b5Eh4tcmoM",7/31/2021 7:58,0,8059,
,,,,,,
375,1.42138E+18,"‘උඹ බල්ලෙක් වගේ මහපාරේ මරා දානවා‘ - මහින්දට මරණ තර්ජන Mahinda Jayasingha... https://t.co/ddHPuYmTgZ via @YouTube උඹ බල්ලෙක් වගේ මහපාරේ මරා දානවා.. - ගුරු සංගම් නායක මහින්දට මරණ තර්ජන
#MahindaJayasingha #Teachersagitation",7/31/2021 7:41,1,27,
,,,,,,
376,1.42136E+18,ඉෂාලිනීගේ දෙවන මරණ පරීක්ෂණය අද - Read More &gt;&gt;&gt; https://t.co/vB11npFvb6 #LKA #SriLanka https://t.co/vvrIy0pfG5,7/31/2021 6:40,0,2040,
,,,,,,
377,1.42133E+18,ඉෂාලිනීගේ දේහය දෙවැනි මරණ පරීක්ෂණයකට ගෙනයයි (VIDEO) https://t.co/CUBpbuv1ND #Ceylonnews #SriLanka,7/31/2021 4:55,0,236,
,,,,,,
378,1.42133E+18,"""මියන්මාරයේ කොරෝනා වයිරස් මරණ ඉහළ යද්දී, මිලිටරි ආන්ඩුව විසින් බලය තහවුරු කර ගැනීමට සහ විරුද්ධවාදීන් මර්දනය කිරීමට වසංගතය භාවිතා කරන බවට රටවැසියන් සහ මානව හිමිකම් ක්‍රියාකරුවන්ගෙන් එල්ල වන චෝදනා වර්ධනය වෙමින් තිබේ.""

👇👇👇👇👇 https://t.co/Xhzh8nANqK",7/31/2021 4:40,2,589,
,,,,,,
379,1.42132E+18,ඉෂාලිනීගේ දේහය ගොඩගෙන දෙවැනි මරණ පරීක්ෂණය ඇරැඹේ        https://t.co/4OKVFqygYQ,7/31/2021 4:20,0,367,
,,,,,,
380,1.4213E+18,බල්ලෙක් වගේ මහ පාරෙ මරලා දානවා… ලංකා ගුරු සේවා සංගමයේ ප්‍රධාන ලේකම් මහින්ද ජයසිංහට මරණ තර්ජන https://t.co/eDkgF1mzx2,7/31/2021 2:37,0,1256,
,,,,,,
381,1.42129E+18,බල්ලෙක් වගේ මහ පාරෙ මරලා දානවා… ලංකා ගුරු සේවා සංගමයේ ප්‍රධාන ලේකම් මහින්ද ජයසිංහට මරණ තර්ජන https://t.co/8FQpDW0dDd,7/31/2021 2:09,0,1639,
,,,,,,
382,1.42129E+18,"ඊයේ ආසාධිතයින් 2460යි මරණ 56යි
Full Story - https://t.co/8ddbv5C604 https://t.co/cmBHjBflIz",7/31/2021 2:04,3,107,
,,,,,,
383,1.42122E+18,කොවිඩ් මරණ සහ ආසාදිතයින් තව තවත් ඉහලට. https://t.co/FAaU1uwMRu,7/30/2021 21:32,0,201,
,,,,,,
384,1.42122E+18,"එක්සත් අරාබි එමීර් රාජ්‍යයේ සෞඛ්‍ය අමාත්‍යාංශය විසින් පැය 24ක් තුළ COVID-19 පරීක්ෂණ 297,815 ක් සිදු කරයි, නව ආසාදිතයින් 1,520 ක් හඳුනාගනී, 1,497 ක් සුවවී, මරණ 4 ක් වාර්තාවේ https://t.co/1Fhrhyz4uw 
#WamNews",7/30/2021 21:09,0,234,
,,,,,,
385,1.4212E+18,එක්ස්ප්‍රස් පර්ල් නෞකාව ගිනි ගැනීම : සමුද්‍රජීවී මරණ ගැන අනාවරණයක් ! https://t.co/APS4hCLiSW,7/30/2021 19:49,0,334,
,,,,,,
386,1.4212E+18,ගුරු නායක මහින්ද ජයසිංහට මරණ තර්ජන... https://t.co/60badIsy7b via @YouTube https://t.co/O1la0m62Q6,7/30/2021 19:46,11,1523,
,,,,,,
387,1.42119E+18,"ගුරු නායක මහින්ද ජයසිංහට මරණ තර්ජන
වැඩි විස්තර - https://t.co/QxBTx547xc https://t.co/6ltArpfrhq",7/30/2021 19:06,0,291,
,,,,,,
388,1.42116E+18,ගුරු වෘත්තීය සමිති නායකයාට මරණ තර්ජන (වීඩියෝ ) https://t.co/XvE4tLXqiL,7/30/2021 17:27,0,334,
,,,,,,
389,1.42115E+18,"සිකුරාදා දිනයේ හඳුනාගත් සමස්ත ආසාදිතයින් ගණන 2,460කි.

ඒ අනුව, කොවිඩ් ආසාදිත බවට මෙරටදී හඳුනාගත් සමස්ත ආසාදිතයින් ගණන 306,662ක් දක්වා ඉහළගොස් තිබේ.
මේ අතර ඊයේ (29) සිදුවූ කොවිඩ් මරණ 56ක් සෞඛ්‍ය සේවා අධ්‍යක්ෂ ජනරාල්වරයා විසින්  අද (30) දින තහවුරු කර තිබේ.… https://t.co/RdJBjraFVq",7/30/2021 16:57,2,6778,
,,,,,,
390,1.42115E+18,"ගුරු සංගමේ මහින්දට කොරියාවෙන් මරණ තර්ජන.....!
https://t.co/q4Zdj00GFY https://t.co/IPB5P8LcY9",7/30/2021 16:47,0,1266,
,,,,,,
391,1.42114E+18,අද ආසාදිත මරණ 56ක්… - https://t.co/pVsntenGwf,7/30/2021 16:10,1,291,
,,,,,,
392,1.42114E+18,කොවිඩ්-19 ආසාදිත මරණ 56ක් https://t.co/u7vlHd75OU,7/30/2021 16:04,1,22328,
,,,,,,
393,1.42114E+18,"දෛනික කොවිඩ් මරණ වැඩිවෙලා නේද😬
ඒත් ඒ ගැන කතාබහක් සෝෂල් මීඩියා වල කතාබහක් නැම් නෑ චීනෙ කොරෝනා තීබ්බ කාලෙ වගේ https://t.co/vH7caOcRYq",7/30/2021 16:01,2,600,
,,,,,,
0,1.42386E+18,"අහඹු පී සී ආර් පරීක්ෂණවලින්  ලද ප්‍රතිඵල අනුව කොළඹ වරාය අධිකාරියේ සේවකයන් 600 ට ආසන්න පිරිසකට කොවිඩ් ආසාදිත වී ඇති බව වාර්තාවේ.

වරාය අභ්‍යන්තරයේ පීසීආර් පරීක්ෂණ මීට මාස කිහිපයකනට පෙර මැයි මාසයේ සිට පමණ අත්හැර දමා තිබී නැවත පසුගිය සතියේ ආරම්භ කිරීමෙන් පස… https://t.co/dtL9rjF9PW",8/7/2021 4:19,1,6778,
,,,,,,
1,1.42386E+18,"අත්‍යවශ්‍ය කාරණාවකට මිස ගම්පහ නගරයට එන්න එපා 🛑🖐️

PCR පරීක්ෂණ තොරතුරු වලට අනුව

- 04.08 දින 99/214 (46%) 
- 05.08  78/241 (32%)

කොරෝනා ආසාදිත බව හදුනාගනියි.

තත්වය එන්න එන්නම බරපතලයි. වයෝවෘද්ධ දෙමව්පියන් වගේම අපේ සියලුම හිතවතුන් වෙනුවෙන් අපේ යුතුකම ඉටු කරමු 🙏 🙏 https://t.co/Ze7pfENSki",8/7/2021 3:55,34,6375,
,,,,,,
2,1.42385E+18,කොළඹ බෝම්බ පුපුරන හඬ පටයක් - පොලිසිය වහා පරීක්ෂණ අරඹා සොයා ගත් දේ! https://t.co/ZzmM5qBCjI,8/7/2021 3:37,1,1256,
,,,,,,
3,1.42384E+18,කොළඹ බෝම්බ පුපුරන හඬ පටයක් - පොලිසිය වහා පරීක්ෂණ අරඹා සොයා ගත් දේ! https://t.co/vA2R2e74cH,8/7/2021 3:09,0,1639,
,,,,,,
4,1.42364E+18,"Youtube https://t.co/BKPCUWyNWy

🔴 මම විශ්ව ශක්තිය ගැන පරීක්ෂණ කරන කෙනෙක්...
🔴 මාවත් සුව කළෙත් මේ විශ්ව ශක්ති බලයෙන්...

👉👉විමසීම් : -
සමන්ත වෙද මහතා - 077 - 43 54 210  / 071 - 16 31 298  / 077 - 56 97 420 / 077 - 62 56 232 https://t.co/d3ockiASrb",8/6/2021 13:25,0,2,
,,,,,,
5,1.42359E+18,"Sign-in වීමේ උත්සහයන් සඳහා ආරක්‍ෂක යතුරක් ලෙස ගූගල් ඇන්ඩ්‍රොයිඩ්හි ක්‍රෝම් යෙදුම භාවිතාකිරීම ගැන පරීක්ෂණ සිදුකරයි. ගූගල් විසින් ඔබ නව උපාංගයකින් ඔබේ ගූගල් ගිණුමට පිවිසීමට උත්සහකරන විට පෙනෙන ආකාරයටම ක්‍රෝම් බ්‍රව්සරය 2FA ආරක්‍ෂක යතුරක් බවට පත්කිරීම සිදුකරයි
https://t.co/MkGvyjM51t",8/6/2021 10:03,1,25,
,,,,,,
6,1.42355E+18,කොවිඩ් ආසාදිතයින් 94 දෙනෙකු ගේ ජෛව සාම්පල් පරීක්ෂණ අනුව සිදුකර ඇති ජානමය අනුක්‍රමණ පරීක්ෂණ අතුරින් හඳුනා ගෙන ඇති ඩෙල්ටා ප්‍රභේදය ආසාදිතයින් සංඛ්‍යාව 56ක් බවත් ඉන් බහුතරයක් බස්නාහිර පළාත තුලින් වාර්තා වී ඇත. #lka  #SriLanka #COVID19SL (1/3),8/6/2021 8:01,25,2891,
,,,,,,
7,1.42354E+18,PCR සහ ඇන්ටිජන් පරීක්ෂණ සඳහා ඉදිරි සතියේ පාලන මිලක් https://t.co/GX2ZuTU2nm | #SiyathaFM #SriLanka,8/6/2021 7:21,0,2823,
,,,,,,
8,1.42353E+18,නීතිවිරෝධී චොකලට් තොගයක් ගැන පුළුල් පරීක්ෂණ - Read More &gt;&gt;&gt; https://t.co/poPyBJEJHx #LKA #SriLanka https://t.co/xAeirZZOrS,8/6/2021 6:35,0,2040,
,,,,,,
9,1.42349E+18,"පුද්ගලික රෝහල්වල සිදු කරන පී.සී.ආර්. සහ අන්ටිජන් පරීක්ෂණ සඳහා ලබන සතියේ සිට උපරිම මිලක් නියම කරන බව සමුපකාර සේවා,අලෙවි සංවර්ධන හා පාරිභෝගික ආරක්ෂණ රාජ්‍ය ඇමැති ලසන්ත අලගියවන්න පැවැසීය. 

ඇමැතිවරයා මේ බව ප්‍රකාශ කළේ සිය අමාත්‍යාංශයේ ඊයේ (05 වැනිදා) පැවැති… https://t.co/JFKGIFM4Jk",8/6/2021 3:33,0,6778,
,,,,,,
10,1.42346E+18,"PCR සහ ඇන්ටිජන් පරීක්ෂණ සඳහා ඉදිරි සතියේදී පාලන මිලක්
https://t.co/eNGOryRlhh",8/6/2021 2:00,0,840,
,,,,,,
11,1.42333E+18,"ඊයේ දිනයේදී තහවුරු කරන ලද කොවිඩ් ආසාදිතයින් 2,674 දෙනා හඳුනා ගෙන ඇත්තේ PCR පරීක්ෂණ 16,810 ක් ආශ්‍රිතයෙන් බව සෞඛ්‍ය ප්‍රවර්ධන කාර්යාංශය පවසයි. #lka #SriLankan #COVID19SL #COVID19LK",8/5/2021 17:08,33,2891,
,,,,,,
12,1.4233E+18,"ඇපල් පහක් -රන්නාසි පහක්.  එක් ඇපල් ගෙඩියක් -එක් රන්කාසියක් තවද, මිනිසුන් ඇපල් මිලදී ගැනීමට පොරකනු ඇත.ආහ්..!! මගේ ජනතාව සුඛිත මුදිතව ඇත. එක් ඇපල් ගෙඩියකට එක් රන්කාසියක් වැය කිරීමට.සිනාසෙමින් රජ ඇපල් අනුභව කරයි.! මෙම ජනතාව (ගසාකෑම)හා ඔහුගේ තාර්කික නිගමණය පරීක්‍ෂණ පැවැත්විය යුතුයි!",8/5/2021 15:04,35,1636,
,,,,,,
13,1.42329E+18,"PCR හා ඇන්ටිජන් පරීක්ෂණ සඳහා ළඟදී ම පාලන මිලක් 

#lka #SriLanka #PCR #RAT #Control_price #LasanthaAlagiyawanna https://t.co/h9C0Xitm7n",8/5/2021 14:21,0,14915,
,,,,,,
14,1.42328E+18,PCR හා ඇන්ටිජන් පරීක්ෂණ සඳහා ළඟදී ම පාලන මිලක් https://t.co/jw90rNXw0I,8/5/2021 13:49,1,14915,
,,,,,,
15,1.42326E+18,PCR සහ ඇන්ටිජන් පරීක්ෂණ සඳහා ඉදිරි සතියේ පාලන මිලක් https://t.co/yD4d6ZrHIb || #SiyathaNewsLive #SriLanka #අද,8/5/2021 12:21,1,1605,
,,,,,,
16,1.42324E+18,PCR සහ ඇන්ටිජන් පරීක්ෂණ සඳහා උපරිම මිලක් නියම කිරීම ළඟදීම https://t.co/GIv7t7jAhD,8/5/2021 11:02,1,881,
,,,,,,
17,1.42323E+18,@KosalaUdawatta @KMeeeaaow @Bandula07160007 @ApiWenuwen @KirbyslA @ShayamikaM @pdsiriwardana @Udayawickramar1 @SensaalB @blackaustralian @AshWarunasuriya @DPMJayawardhan1 @nnalani1231 @WDN1989 @H_S_KandyHamu @duplicatesiri @Cats1st_ @deshanlasitha7 @uruzi,8/5/2021 10:32,2,908,
,,,,,,
18,1.42323E+18,@newsi_lk: පෞද්ගලික අංශයේ පී.සී.ආර් පරීක්‍ෂණ මිල අඩු කරීමට පියවර https://t.co/qNJi17Tim1,8/5/2021 10:28,0,597,
,,,,,,
19,1.42322E+18,@KosalaUdawatta @Bandula07160007 @ApiWenuwen @KirbyslA @ShayamikaM @pdsiriwardana @Udayawickramar1 @SensaalB @blackaustralian @KMeeeaaow @AshWarunasuriya @DPMJayawardhan1 @nnalani1231 @WDN1989 @H_S_KandyHamu @duplicatesiri @Cats1st_ @deshanlasitha7 @uruzi,8/5/2021 9:48,1,908,
,,,,,,
20,1.42313E+18,"ගුරු - විදුහල්පති උද්ඝෝෂණදී අත්අඩංගුවට ගත් 44 දෙනාගේ ඇන්ටිජන් පරීක්ෂණ ප්‍රතිඵල නිකුත් වෙයි
https://t.co/kyW0xei9fz",8/5/2021 4:08,7,8060,
,,,,,,
21,1.42294E+18,ගුරු විරෝධයෙන් අත්අඩංගුවට ගත් 44ට රැපිඩ් ඇන්ටිජන් පරීක්ෂණ https://t.co/zaTWeFOszi #lka #srilanka  #news https://t.co/aOiPA7Cpbu,8/4/2021 15:08,0,33,
,,,,,,
22,1.42293E+18,"අත්අඩංගුවට ගත් පිරිසට ඇන්ටිජන් පරීක්ෂණ

කොටුව ජනාධිපති ලේකම් කාර්යාලය අසල අද (04) විරෝධතාවයේ නිරතව සිටි පුද්ගලයින් අතරින් 44 දෙනෙකු අත්අඩංගුවට ගෙන තිබේ.
#adaderanasinhala #lka #slnews #srilanka #covid19 

වැඩි විස්තර - https://t.co/CGE1xHPJmq https://t.co/bXaydQEevy",8/4/2021 14:39,16,111088,
,,,,,,
23,1.42291E+18,"බදියුදීන්ගේ නිවසට තවත් විමර්ශන කණ්ඩායමක්

පොලිස් සමීප රූප අවේක්ෂණ කොට්ඨාසයේ නිලධාරීන් පාර්ලිමේන්තු මන්ත්‍රී රිෂාඩ් බදියුදීන් මහතාගේ නිවසට ගොස් පරීක්ෂණ ආරම්භ කර තිබේ.
#adaderanasinhala #lka #slnews #srilanka #covid19 

වැඩි විස්තර - https://t.co/YqGVWv86YG https://t.co/4rfQLZ95gw",8/4/2021 13:30,9,111088,
,,,,,,
24,1.4229E+18,"ඇන්ටිජන් සහ PCR පරීක්ෂණ මිල ගණන් අඩුකරන ලෙස දැනුම්දෙයි

ඇන්ටිජන් සහ PCR පරීක්ෂණ සඳහා වැඩි මිලක් අයකරන බවට පැමිණිලි ලැබී ඇති බව බලධාරීන් පවසයි.
#adaderanasinhala #lka #slnews #srilanka #covid19 

වැඩි විස්තර - https://t.co/TgLtOqBNgN https://t.co/yDEYRBUVev",8/4/2021 12:50,10,111088,
,,,,,,
25,1.42289E+18,"පරීක්ෂණ කඩිනම් කරන්න..!
අන්තිමේ  දී ඩොක්ටර් ෂාෆී ගේ සිද්ධිය 
වගේ වෙයිද දන්නෑ කියලත් සැකයි..!

https://t.co/xGKNTJq9fz",8/4/2021 12:17,3,1194,
,,,,,,
26,1.42263E+18,"මීට මාස දෙකකට ඉහතදී:

PCR පරීක්ෂණ - 18,000
ආසාධිතයෝ - 2,000

අද:

PCR පරීක්ෂණ - 11,000
ආසාධිතයෝ - 2,000

😷😷😷

#COVID19SL #SLnews #coronavirus #CovidVaccine https://t.co/Igy8z9ZASO",8/3/2021 19:05,2,782,
,,,,,,
27,1.4225E+18,අරන්තලා භික්ෂු ඝාතනය පිළිබඳව යළි පරීක්ෂණ ඇරඹෙයි https://t.co/POsw4xxewy https://t.co/UY5X015dwS,8/3/2021 10:11,1,206,
,,,,,,
28,1.42248E+18,@Chintha48861423 පරීක්ෂණ ටිකක්.🙁,8/3/2021 8:40,0,865,
,,,,,,
29,1.42246E+18,"'පොලිස්පතිතුමා' පරීක්ෂණ කරන්න 
'බඩ්උඩීන්' ගේ ගෙදරට යවන්නේ ම 
''පොට්ට ම පොට්ට පොලිස්'' ලානේ...නෙහ්'' 🙄

''ගියපාර 
ලයිටර් භූමිතෙල් කෑන් දැක්කේ නෑ
මේපාර 
බිත්තියේ ලියපු මරණෙට හේතු දැකලත් නෑ....''🧐

‘මරණයට හේතුව’ 
මියගිය ඉෂාලිනී දැරිය කාමරයේ බිත්තියේ ලියලා..' - පුවත",8/3/2021 7:48,0,3005,
,,,,,,
30,1.42241E+18,@newsi_lk: ඉෂාලිනී බිත්තියක තබා තිබූ වැකියක් (මගේ මරණයට හේතුව) ගැන පරීක්ෂණ https://t.co/BKHOId6ml7,8/3/2021 4:26,0,597,
,,,,,,
31,1.42239E+18,බිත්තියක තබා තිබූ ඉෂාලිනිගේ සටහනක් ගැන පොලිස් පරීක්ෂණ https://t.co/HDirWIDFpq via @ColomboGuardian,8/3/2021 3:10,0,57,
,,,,,,
32,1.42239E+18,"කාමරයේ සටහන ලිව්වේ ඉෂාලිනි?; පරීක්ෂණ නොමඟ යැවීමක්? 

#lka #SriLanka #ChildAbusedLK #Ishalini #justiceforhishalini @SriLankaPolice2 https://t.co/rorDLvGgNQ",8/3/2021 3:09,1,14915,
,,,,,,
33,1.42239E+18,"කාමර බිත්තියේ ඉෂාලිනීගේ පාපෝච්චාරණයක්....! පරීක්ෂණ කණ්ඩායම් එහි සුලමුල සොයා ලුහුබඳී....!
https://t.co/YowQW9WHQ3 https://t.co/DLjBrn8ZXh",8/3/2021 3:06,0,1266,
,,,,,,
34,1.42239E+18,කාමරයේ සටහන ලිව්වේ ඉෂාලිනි?; පරීක්ෂණ නොමඟ යැවීමක්? https://t.co/79JFOU95Ul,8/3/2021 2:43,1,14915,
,,,,,,
35,1.42239E+18,"ඉෂාලිනි බිත්තියක තබා තිබූ සටහනක් ගැන පරීක්ෂණ

හිටපු අමාත්‍ය රිෂාඩ් බදියුදීන්ගේ නිවසේ මෙහෙකාර සේවයේ යොදවා සිටියදී පිළිස්සුම් තුවාල සහිතව මියගිය 16 හැවිරිදි දැරිය රැඳීසිටි කාමරයේ බිත්තියක..
#adaderanasinhala #lka #slnews #srilanka #covid19
වැඩි විස්තර - https://t.co/AQlolrxhIZ https://t.co/W9HgFLurA8",8/3/2021 2:38,9,111088,
,,,,,,
36,1.42213E+18,"මියගිය හිෂාලිනී දැරියගේ පරීක්ෂණ අපක්ෂපාතීව සිදුකරන ලෙස ඉල්ලා වෘත්තීය සමිති පෙරට 
@UnionProtect @LankaStandup @WorkersUnited @port_union 
https://t.co/YOS9z7v97V",8/2/2021 9:50,1,82,
,,,,,,
37,1.42178E+18,කොරෝනා මූලාරම්භය සෙවීමේ දී රටවල් කිහිපයක්ම මූලික කරගෙන පරීක්ෂණ කළ යුතුයි - විශේෂඥයින් - Read More &gt;&gt;&gt; https://t.co/TxCXCgd0bu #LKA #SriLanka https://t.co/gc7GvYD1Nj,8/1/2021 10:25,1,2040,
,,,,,,
38,1.42149E+18,"සල්ලි වෙනුවෙන් වාචාලා කටවල් ඇරෙන මේ කාලකණ්ණින්ට මීට වඩා හොදයි ටොයිලට් වලක් කඩාගෙන කෑවානම්.
මුන් කියන විදියට නීතීය ක්‍රියාත්මක වුනොත් අහිංසක කෙල්ලෝ දූෂණය කරලා, ඊට පස්සේ මරලා දාවී, 
මොකද මැරුණට පස්සේ නීතීය ක්‍රියාත්මක කරන්න, ඒ පිළිබද පරීක්ෂණ කරන්න අවශ්‍ය නෑ මුන් කියන විදියට. https://t.co/qQ1dxWJ5Sh",7/31/2021 15:08,2,1993,
,,,,,,
39,1.4213E+18,"චන්න ජයසුමන මහත්තයා, ""දෙරණේ"" කියනවා ""මනස්ගාත නැතුව තමන්ට හිමි එන්නත ගහගන්න එන්න "" කියලා...

ඒක දැක්කම තමයි මට අවබෝධ උනේ, මම ධම්මික බාස්ගේ කාලි පැණිය රටටම නිර්දේශ කරලා, රජරට විශ්ව විද්‍යාලයේ පරීක්ෂණ වලටත් යවලා, කළේ වස වැරැද්දක් නේද කියලා.

ඔයාලා මනස්ගාත නැතුව ගිහින් එන්නත ගහගන්න.",7/31/2021 2:21,2,648,
,,,,,,
40,1.42127E+18,"ඔය තමන්ගේ දේශපාලන පක්ෂයේ අභ්‍යන්තර ප්‍රජාත්‍රන්ත්‍රවාදය තිබේද ?

තිබේ නම් පක්ෂයේ මතය රටට අහිතකර වුවද මන්ත්‍රීවරුන් හට පක්ෂයේ මතයට විරුද්ධව කතා කලොත් විනය පරීක්ෂණ තියන්න පක්ෂ ව්‍යවස්ථාව තුල වගන්ති තියෙන්නේ මොකටද?

#පක්ෂවහලුන් පුනරුත්ථාපනය කරලා ගනිමුද? #පක්ෂවහලුන් රටට හෙනයක් නේද https://t.co/51nvNXSrnl https://t.co/GfuZqMVJDa",7/31/2021 0:51,0,1095,
,,,,,,
0,1.42393E+18,ලංකාවේ පොලිසිය මිනීමරනවා; නීතිය අපයෝජනය කරනව https://t.co/GDls6NpwAr #LEN,8/7/2021 8:58,1,1042,
,,,,,,
1,1.42391E+18,"බුද්ධි අංශ නිළධාරීන් පොලිසිය එක්ක ගිහින් සැකකරුවො අත්
අඩංගුවට ගන්නව කියල AKD කුපිත වෙලා නේහ්🤭

එහෙම කලාම ඕනෙ කෙනෙක්ට මිනිස්සු අරන් යන්න පුලුවන්ලු🤦

මෙයාල ඒකාලෙ දහස් ගානක් මරල දැම්මෙ යුනිෆෝම් වලින් ඇවිත්නෙ..

අනේ නිකන් #පලයන් සහෝ යන්න",8/7/2021 7:17,21,962,
,,,,,,
2,1.42387E+18,පොලිසිය කොවිඩ් සමග ගිවිසුමක් අත්සන් කරලාද ? රටට එක නීතියක් - පොලිසියට වෙනම නීතියක්ද ? https://t.co/eqhe3VG6Pl,8/7/2021 5:12,0,1828,
,,,,,,
3,1.42385E+18,ළමුන් සම්බන්ධ අසභ්‍ය දර්ශන ඇතුලත් වීඩියෝ පට සහ ජායාරූප 500ක් පමණ අන්තර් ජාලයට එක් කල 25 හැවිරිදි තරුණයෙකු බඩල්කුඹුර ප්‍රදේශයේ දී පොලිසිය විසින් අත් අඩංගුවට ගෙන තිබේ.#lka #SriLanka,8/7/2021 3:50,2,2296,
,,,,,,
4,1.4237E+18,@Jacobgarret2019 නෑ. එදා තාත්තව පොලිසිය ට ගෙනිච්ච දවසෙ එතන හිටපු ස්තානාධිපති මොලයක් තියෙන කෙනෙක්. ඔහු තාත්ත,8/6/2021 17:23,0,856,
,,,,,,
5,1.42368E+18,"දැන් මේමනේ!

පොලිසිය අයිති දැන් රජයෙ පෝට්ටු පක්ෂයට, තව ""මේ අපේ රජය"" කියලා පොලීසිය කියපි. 

ඉතින් හරි කියමුකෝ. 

නමුත් ලබන ආන්ඩුවෙ පොලීසිය විපක්ෂයෙද? නැන්නං වෙනම එකක්ද?",8/6/2021 16:10,2,1124,
,,,,,,
6,1.42365E+18,මිරිහාන පොලිසිය මා පැහැර ගන්න උත්සාහ කළා - කථිකාචාර්යවරයකුගේ සටහන | Lanka Views | Views of the truth https://t.co/OHUx4YTwYb,8/6/2021 14:08,10,2294,
,,,,,,
7,1.42357E+18,හරින්ගේ අභියෝගය පොලිස් ඇමති ප්‍රතික්ෂේප කරයි: හරීන් පොලිසිය සමග විවාදයක් ඉල්ලයි https://t.co/UGbnz6OUWP,8/6/2021 8:51,0,707,
,,,,,,
8,1.42356E+18,හරින්ගේ අභියෝගය පොලිස් ඇමති ප්‍රතික්ෂේප කරයි: හරීන් පොලිසිය සමග විවාදයක් ඉල්ලයි https://t.co/iQ0c1mZknA,8/6/2021 8:37,0,1256,
,,,,,,
9,1.42356E+18,මිරිහාන පොලිසිය මා පැහැර ගන්න උත්සාහ කළා – කථිකාචාර්යවරයකුගේ සටහන https://t.co/AL44urnykJ https://t.co/KaR7lQNQyf,8/6/2021 8:28,1,20261,
,,,,,,
10,1.42356E+18,විපක්ෂ නායක සජිත් ප්‍රේමදාසට වරාය පොලිසියට යාමට නොදී පොලිසිය හරස් වේ! https://t.co/p0bTyiDyok https://t.co/wB1ttXRl3B,8/6/2021 8:28,1,20261,
,,,,,,
11,1.42354E+18,හරින්ගේ අභියෝගය පොලිස් ඇමති ප්‍රතික්ෂේප කරයි: හරීන් පොලිසිය සමග විවාදයක් ඉල්ලයි https://t.co/7nQ2sNymEK https://t.co/aLhhFbbttL,8/6/2021 7:10,0,767,
,,,,,,
12,1.42353E+18,"#SriLanka #Abductions
සිවිල් අදුමින් බසයට නැගුණු පොලිසිය උත්සාහ කළේ මා පැහැර ගැනීමටයි-  කථිකාචාර්ය අමින්ද ලක්මාල් https://t.co/0O2nQ95sEI via @LankaBrief https://t.co/s0UJwEJw7B",8/6/2021 6:27,9,22735,
,,,,,,
13,1.42353E+18,අන්තර් විශ්වවිද්‍යාලයීය ශිෂ්‍ය බලමණ්ඩලයේ කැඳවුම්කරු වසන්ත මුදලිගේ මහතාව ඊයේ(05) රාත්‍රියේ පොලිසිය විසින් අත් අඩංගුවට. https://t.co/VgY2ylG52J #srilanka #lka https://t.co/y8S6MOkFeV,8/6/2021 6:23,4,15258,
,,,,,,
14,1.42351E+18,"ඉස්සරහට පොලිසිය දාලද ප්‍රශ්ණ පත්‍ර බලන්නෙ... - මැදවච්චිය Teachersagitati... https://t.co/I1OwZMlexk via @YouTube ඉස්සරහට පොලිසිය දාලද ප්‍රශ්ණ පත්‍ර බලන්නෙ... - මැදවච්චිය ගුරු - විදුහල්පති උද්ඝෝෂණය
#Teachersagitation #Medawachchiya",8/6/2021 5:13,0,27,
,,,,,,
15,1.42349E+18,මිරිහාන පොලිසිය මා පැහැර ගන්න උත්සාහ කළා - කථිකාචාර්යවරයකුගේ සටහන | Lanka Views | Views of the truth https://t.co/iaGWR7IW96,8/6/2021 3:49,0,197,
,,,,,,
16,1.42342E+18,"සිරස මාධ්‍ය ආයතනය වටලා සිටි පොලිසිය රූපවාහිනී වැඩ සටහනකට සහභාගි වී ඉන් පිටතට ආ 
අන්තර් විශ්ව විද්‍යාල ශිෂ්‍ය බලමණ්ඩලයේ වසන්ත මුදලිගේ අත් අඩංගුවට ගනී. 👇 https://t.co/I5k6zY0t3C",8/5/2021 22:49,1,589,
,,,,,,
17,1.42327E+18,රෑ වෙලා පයින් යන එකෙක්ව හෙල්මට් නැතුව අපි දාගෙන ගියාම පොලිසිය එන්නෙ දඩ කොලයක් උස්සගෙන https://t.co/j6r24OlE9N,8/5/2021 13:17,12,22753,
,,,,,,
18,1.42322E+18,"සජිත්ගේ අවසර ඉල්ලීම පොලිසිය ප්‍රතික්ෂේප කරයි
https://t.co/xVLdy8YwII",8/5/2021 9:52,0,840,
,,,,,,
