,ID,FULL TEXT,CREATED AT,LABEL
23,1.41454E+18,@DjE6sRhJXFJIrCR @Bandula07160007 @KirbyslA @blackaustralian @H_S_KandyHamu @ShayamikaM @duplicatesiri @KMeeeaaow @Cats1st_ @Udayawickramar1 @pdsiriwardana @deshanlasitha7 @uruzikal @UdanaNadun @ceylonincolor @DulithK @Wasanth53468261 @ChabieHerath @Kuwai,7/12/2021 11:08,Politics
,,,,
24,1.41453E+18,"@himalkk නිකන් හිතන්න; මහින්ද, රනිල්, සිරිසේන හරි ගෝඨාභය වගේ නමක් දැම්මනම් අවුරුදු හතරකට-පහකට සැරයක් බ?",7/12/2021 10:20,Other
,,,,
25,1.4145E+18,ජීඑල් පීරිස් සීයා සහ ගෝඨාභය මාමා ගැන අමුතු ලිපියකින් ඔන්ලයින් වර්ජනය ඇරඹෙයි ! https://t.co/YewxSwgoKD,7/12/2021 8:10,Politics
,,,,
26,1.41448E+18,ජීඑල් පීරිස් සීයා සහ ගෝඨාභය මාමා ගැන අමුතු ලිපියකින් ඔන්ලයින් වර්ජනය ඇරඹෙයි https://t.co/YL1v4SPxTt,7/12/2021 6:56,Politics
,,,,
27,1.41448E+18,"යුද්ධ කාලේම 7000 ක් මියගියා. එහෙම කියලා රට ලොක්ඩවුන් කළේ නෑ. කොරෝනා 28 ක් තිබුනම රට වහන්න පුලුවන්ද?

ගෝඨාභය රාජපක්ෂ https://t.co/D5A9XNHWnQ",7/12/2021 6:45,Other
,,,,
31,1.41436E+18,ඇයි ගෝඨාභය සාටකේ අදින්නෙ නැත්තේ 🤔🤔,7/11/2021 23:14,Other
,,,,
32,1.4143E+18,@milindarj @GotabayaR @FactResearch1 @MCND_LKA @RajapaksaNamal අර ගෝඨාභය ගේ 'එක රටක් එක නීතියක්' ගැනත් මේ වගේම fact check කරලා දාපන්කෝ. මොකද මිනි,7/11/2021 19:15,Other
,,,,
33,1.41422E+18,"@IsuriUdeshika මහින්ද
ගෝඨාභය 
බැසිල්",7/11/2021 13:29,Politics
,,,,
34,1.41421E+18,ගෝඨාභය දන්නේ එපමණයි ! https://t.co/NeW8xybuaZ,7/11/2021 12:50,Politics
,,,,
35,1.41416E+18,"නිදහස් පක්ෂය සහ ජනපති අතර සාකච්ඡාවකට සැලසුම්

ශ්‍රී ලංකා නිදහස් පක්ෂය හා ජනාධිපති ගෝඨාභය රාජපක්ෂ මහතා අතර සාකච්ඡාවක් එළඹෙන 21 වැනිදා පවත්වන බව නිදහස් පක්ෂ මහ ලේකම් රාජ්‍ය අමාත්‍ය දයාසිරි ජයසේකර මහතා පවසයි.
#adaderanasinhala #lka #srilanka

වැඩි විස්තර - https://t.co/fwh27sgMzm https://t.co/WEERCmpXP3",7/11/2021 9:50,Politics
,,,,
36,1.4141E+18,"අපි ගෝඨාභය ජනාධිපති ගෙනාවේ රට හදන්න ... 
ජනාධිපති ගෝඨාභය බැසිල් ගෙනාවේ රට විකුණන්න ... 🙄

මේවා දැකලා නෑ..නෑෑ...නෑෑෑ කියලා අපට ඔරවන උන් 
තව ටික දවසකින් බලපල්ලකෝ .... නැද්ද කියලා 🧐",7/11/2021 5:42,Politics
,,,,
37,1.41405E+18,@DjE6sRhJXFJIrCR @Bandula07160007 @KirbyslA @blackaustralian @H_S_KandyHamu @ShayamikaM @duplicatesiri @KMeeeaaow @Cats1st_ @Udayawickramar1 @pdsiriwardana @deshanlasitha7 @uruzikal @UdanaNadun @ceylonincolor @DulithK @Wasanth53468261 @ChabieHerath @Kuwai,7/11/2021 2:33,Other
,,,,
38,1.41405E+18,"ගෝඨාභය පාලනය හිස මුදුණින් මේ මොහොතේ ආරක්ෂා කරන කෙනෙකු සොයාගැනීම කළුනික සොයනවාටත් වඩා දුෂ්කර කාර්යයක් පත්වීමෙනි

 ගෝඨාභය ආරක්ෂාව වෙනුවෙන් අද ඉදිරියෙන්ම පෙනී සිටින්නේ, රෝහිත මහින්දානන්ද  සහ ජොන්ස්ටන් වැනි පරණ වියතුන් පමණි නාථ දෙවියන්ගෙන් වියත්භාවය ලබාගත් චන්න වැනි  ප්‍රභේදයක් පමණි https://t.co/lUVuVnft3X",7/11/2021 2:27,Politics
,,,,
39,1.41405E+18,"ගෝඨාභය  නඩු ගණනාවක් තිබුණි බැසිල් රාජපක්ෂට, යෝෂිත රාජපක්ෂට සහ ශිරන්ති රාජපක්ෂට පවා තවත් නඩුහබ තිබුණි. ඊළඟට, ලලිත් වීරතුංග සහ අනූෂ පැල්පිට වැනි රාජ්‍ය නිලධාරීන්ගේ සිට ජොන්ස්ටන් ප්‍රනාන්දු සහ පිල්ලෙයාන් වැනි දේශපාලනඥයන් දක්වා, ‘නිදොස් කොට නිදහස් කරන’ තවත් නඩු දුසිම් ගණන් තිබුණි https://t.co/dOdQUpEhHS",7/11/2021 2:25,Politics
,,,,
40,1.41405E+18,@DjE6sRhJXFJIrCR @Bandula07160007 @KirbyslA @blackaustralian @H_S_KandyHamu @ShayamikaM @duplicatesiri @KMeeeaaow @Cats1st_ @Udayawickramar1 @pdsiriwardana @deshanlasitha7 @uruzikal @UdanaNadun @ceylonincolor @DulithK @Wasanth53468261 @ChabieHerath @Kuwai,7/11/2021 2:23,Politics
,,,,
41,1.41405E+18,@DjE6sRhJXFJIrCR @Bandula07160007 @KirbyslA @blackaustralian @H_S_KandyHamu @ShayamikaM @duplicatesiri @KMeeeaaow @Cats1st_ @Udayawickramar1 @pdsiriwardana @deshanlasitha7 @uruzikal @UdanaNadun @ceylonincolor @DulithK @Wasanth53468261 @ChabieHerath @Kuwai,7/11/2021 2:21,Politics
,,,,
42,1.41387E+18,"පොල් පැළ ලක්ෂ 40ක් සිටුවීමේ “දොරින් දොරට කප්රුක” ජාතික වැඩසටහන අද (10) පෙරවරුවේ ජනාධිපති ගෝඨාභය රාජපක්ෂ මැතිතුමාගේ සහභාගීත්වයෙන් හලාවත වැවිලි සමාගමට අයත් දංකොටුව බුජ්ජම්පොළ, වැලිකැටිය වතු යායේ දී ආරම්භ කෙරිණ. 

වැඩසටහන මගින් ගෙඩි මිලියන 2800ක් පමණ වන වාර… https://t.co/2SscOUqlIy",7/10/2021 14:38,Politics
,,,,
43,1.41386E+18,"ආණ්ඩුවෙන් සිදුවන බව කියන කෙණෙහිලිකම් සම්බන්ධයෙන් ජනාධිපති ගෝඨාභය රාජපක්ෂ මහතා හමුවී සාකච්ඡා කිරීමට ශ්‍රී ලංකා නිදහස් පක්ෂය තීරණය කර ඇත .
ඒ අනුව ජනාධිපතිවරයා හා ශ්‍රී ලංකා නිදහස් පක්ෂයේ නායකයින් අතර තීරණාත්මක හමුවක් ලබන 21 වැනිදා ජනාධිපති කාර්යාලයේදී

https://t.co/CPmvxKK7SE https://t.co/ZwqSbXHQp0",7/10/2021 13:41,Politics
,,,,
44,1.41385E+18,@DjE6sRhJXFJIrCR @Bandula07160007 @KirbyslA @blackaustralian @H_S_KandyHamu @ShayamikaM @duplicatesiri @KMeeeaaow @Cats1st_ @Udayawickramar1 @pdsiriwardana @deshanlasitha7 @uruzikal @UdanaNadun @ceylonincolor @DulithK @Wasanth53468261 @ChabieHerath @Kuwai,7/10/2021 13:37,Politics
,,,,
45,1.41385E+18,අනාගතේ දවසක කියයි ගෝඨාභය ජනාධිපතිතුමාට පිං සිද්ධවෙන්න අපි ජීවත් වෙලා ඉන්නවා කියලා! https://t.co/hZmPj016Au,7/10/2021 13:30,Politics
,,,,
46,1.41382E+18,ජපාන ආරක්ෂක ඇමතිවරයා ජපානය සහ ශ්‍රීලංකාව අතර ආරක්ශක සහයෝගීතාවය ඇති කරගැනීම සඳහා ශ්‍රී ලංකා ජනාධිපති සහ ආරක්ශක අමාත්‍ය ගෝඨාභය රාජපක්ෂ මහතා සමග වීඩියෝ සාකච්ඡාවක් පවත්වා ඇත. https://t.co/6gGOniPrM1,7/10/2021 11:38,Politics
,,,,
47,1.41379E+18,"මේ රටේ ජනතාව කවදා හරි කියයි, ගෝඨාභය ජනාධිපතිතුමා නිසයි අපි ජීවත්වෙන්නේ කියලා....! - රාජ්‍ය අමාත්‍ය ජානක වක්කුඹුර....
https://t.co/FRMbSUu0gu https://t.co/KZn0zJ0914",7/10/2021 9:23,Politics
,,,,
48,1.41379E+18,"ගෝඨාභය බලයට පත් කිරීමේ අරමුණු ඉටු වුණේ නෑ....! - රාජ්‍ය ඇමැති දයාසිරි.....
https://t.co/XpWa2tQBh5 https://t.co/CnxLU4Escc",7/10/2021 9:11,Politics
,,,,
51,1.41377E+18,"දොරින් දොරට කප්රුක ජාතික වැඩසටහන ජනපති ප්‍රධානත්වයෙන් ඇරඹේ

සෞභාග්‍යයේ දැක්ම ""දොරින් දොරට"" කප්රුක ජාතික වැඩසටහන යටතේ දිවයින පුරා පොල් පැළ ලක්ෂ 40ක් සිටුවීමේ සමාරම්භක උත්සවය ජනාධිපති ගෝඨාභය රාජපක්ෂ මහතාගේ ප්‍රධානත්වයෙන් අද (10) ආරම්භ කෙරුණි.

වැඩි විස්තර - https://t.co/BBbTCbBntH https://t.co/MajFIfFQ34",7/10/2021 8:15,Politics
,,,,
52,1.41376E+18,"@milindarj @GotabayaR @FactResearch1 @MCND_LKA @RajapaksaNamal ඔහු මුදල් ඇමති නෙවි, ගෝඨාභය මහතාටත් ඉහලින් ඉන්න ජනාධිපති ගෝඨාභය කියන්නේ ",7/10/2021 7:34,Politics
,,,,
53,1.41375E+18,අනාගතේ ජනතාව කියාවි ගෝඨාභය ජනාධිපතිතුමාට පින්සිද්ධවෙන්න ජීවත්වෙලා ඉන්නේ කියලා… https://t.co/XPOfs87WdX https://t.co/Pfkidx0pPY,7/10/2021 6:40,Politics
,,,,
54,1.41367E+18,"නව බන්ධනාගාර සංකිර්ණ භූමිය ජනපතිගේ නිරීක්ෂණයට‍

බොරැල්ලේ පිහිටි බන්ධනාගාර සංකීර්ණය ප්‍රතිස්ථාපිත කිරීමට යෝජිත හොරණ, මිල්ලෑව වතු යායට අයත් භූමිය ජනාධිපති ගෝඨාභය රාජපක්ෂ මහතා විසින් නිරීක්ෂණය කර තිබේ.
#adaderanasinhala #lka #srilanka

වැඩි විස්තර - https://t.co/LqH7EvDynN https://t.co/cLFtBnBgeE",7/10/2021 1:27,Politics
,,,,
55,1.41347E+18,"ගෝඨාභය මහත්තයා කලිසම මහන්න කලින් සරම ගලවගෙන ඉන්නෙ ... Tilvin | Gotabhaya... https://t.co/rTNgKloBWk @YouTube ගෝඨාභය මහත්තයා කලිසම මහන්න කලින් සරම ගලවගෙන ඉන්නෙ ... පොහොර ප්‍රශ්ණ ගැන ටිල්වින් ආණ්ඩුවට රිදෙන්න කියයි
#TilvinSilva #Gotabhaya  #fertilizer",7/9/2021 11:55,Politics
,,,,
56,1.41346E+18,2019 අග භාගයේදී ගෝඨාභය රාජපක්ෂ ජනාධිපතිට මේ රට භාර දෙන  අවස්ථාවේ එනම් 2019 වර්ෂයේදී රජයේ ආදායම රුපියල් බිලියන 1895 ක් විය. මෙම රජය බලයට පත් වූ විගස හුදු දේශපාලන වාසිය සඳහාත් ඔවුන්ගේ ව්‍යාපාරික සගයන් පිනවීම සඳහාත් රුපියල් බිලියන 600 ක් එනම් සමස්ත ආදායමෙන් තුනෙන් එකක් පමණ බදු සහන,7/9/2021 11:32,Politics
,,,,
57,1.4134E+18,පොහොට්ටු පාක්ශිකයො දැන් කියන්නෙ යුද්ධය අවසන් කළේ ගෝඨාභය රාජපක්ෂ කියල. ආර්ථිකය ශක්තිමත් කළේ බැසිල් රාජපක්ෂ  කියල. එහෙම බලනකොට මහින්ද රාජපක්ෂ මොනවත්ම කරල නෑනෙ.🤔,7/9/2021 7:30,Politics
,,,,
58,1.41334E+18,"වැඩ බැරි නන්දේ' ලෙස නාමධාරී ලංකා ඉතිහාසයේ 'අටර් ෆේල් රජා' ගෝඨාභය රාජපක්ෂ, රට අතේ සතේ නැති බංකොලොත්භාවයට ඇද දමා තිබිය දී, ඊයේ එක් දිනක් තුල දේශපාලන නායකයන්, වෘත්තීය සමිති නායකයන් සහ ක්‍රියාධරයන් රාශියක් අත් අඩංගුවට ගනිමින් වියරු රංගනයක් ආරම්භ කරනවාත් සමග, 'ගොනා හැරෙන්නේ පොල් පැලේ",7/9/2021 3:49,Politics
,,,,
59,1.41334E+18,"ආර්ථික ප්‍රතිපත්ති සහ සැලසුම් ක්‍රියාත්මක කිරීමේ අමාත්‍යංශයේ සහ මුදල් අමාත්‍යංශයේ ආයතනික හා නෛතික රාමුව පිළිබද සංශෝධන ඇතුලත් නව ගැසට් නිවේදනයක් ජනාධිපති ගෝඨාභය රාජපක්ෂ විසින් නිකුත් කර තිබෙනවා.

https://t.co/WcgwWjC8iO https://t.co/A1yq7o5DMm",7/9/2021 3:24,Politics
,,,,
60,1.41333E+18,"@TweetsbyNarada @HapugodaP රට ගැන හිතපු, මධ්‍යස්ථ මත දරපු, ඒ විතරද, මහින්ද ගෙ පාලනයට කළකිරිල හිටි අය පවා හිතුවේ ගෝඨ?",7/9/2021 2:42,Politics
